0=Unknown, 1=Fire Extinguisher, 2=Pistol, 3=Fist, 4=Crowbar, 5=Knife, 6=Rifle, 7=Throw Small, 8=Throw Big 40=Stun, 41=Flames, 42= Armour Piercing, 43=Blunt, 44=Sharp, 45=Piercing, 46=Acid; 47=Psy
	end_wield_conditions;
	begin_fire_effects;
		63;//effect number-----------------------Tire Player
			-7.000000;//parameter1
			-9.00000;//parameter2
			3.000000;//parameter3
			1.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
		63;//effect number-----------------------Add Knock-Out Effect [15-35]
			15.000000;//parameter1
			35.00000;//parameter2
			32.000000;//parameter3
			1.000000;//parameter4
		44;//effect number-----------------------Reduce Durability [11]
			-11.000000;//parameter1
			1.00000;//parameter2
			24.000000;//parameter3
			0.000000;//parameter4
		63;//effect number-----------------------Damage NPCs [10-25]
			0.000000;//parameter1
			-15.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		4;//effect number-----------------------Damage NPCs [10]
			-10.000000;//parameter1
			0.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			2000.000000;//parameter1
			-1.000000;//parameter2
			0.800000;//parameter3
			0.000000;//parameter4
		29;//effect number-----------------------Run Script "Check Wirecutters Durability" [30]
			30.000000;//parameter1
			1.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
Taser Bolt (Creatures (Cinematic));//name---------------------------------------
	50;//identifier
	40;//class
	qlifeessence.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	4.000000;//bullet size
	0.030000;//spread
	2.000000;//bullet speed
	175.000000;//time until bullet disappears
	4200;//fire rate
	2;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.250000;//push target back
	0.000000;//push shooter back
	laser1.wav;//fire sound
	laser2.wav;//hit sound
	1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		3;//condition-----------------------Must Not Melee Already
			1.000000;//condition parameter0
			19.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
		27;//effect number-----------------------Make Light
			5.000000;//parameter1
			100.000000;//parameter2
			0.100000;//parameter3
			0.100000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			8000.000000;//parameter1
			-1.000000;//parameter2
			0.100000;//parameter3
			0.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
		63;//effect number-----------------------Add Stun Effect [55 - 125]
			55.000000;//parameter1
			125.00000;//parameter2
			31.000000;//parameter3
			1.000000;//parameter4
		53;//effect number------------------------------Add Stun Effect [100]
			100.00000;//parameter1
			-1.00000;//parameter2
			31.000000;//parameter3
			1000.000000;//parameter4
		63;//effect number-----------------------Damage NPCs [5 - 10]
			-5.000000;//parameter1
			-10.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		1;//effect number-----------------------Slow Down
			8000.000000;//parameter1
			-1.000000;//parameter2
			0.900000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
Check If Player Is Moving Backwards;//name---------------------------------------
	51;//identifier
	0;//class
	qlifeessence.png;//bullet texture
	0;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.000000;//spread
	0.000000;//bullet speed
	0.000000;//time until bullet disappears
	0;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		19;//effect number-----------------------
			15.000000;//parameter1
			0.000001;//parameter2
			1.000000;//parameter3
			1.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects;
Fist;//name--------------------------------------- PRE-CHECK!
	52;//identifier
	3;//class
	qbeaconbullet.png;//bullet texture
	0;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.000000;//spread
	0.000000;//bullet speed
	0.000000;//time until bullet disappears
	200;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		3;//condition-----------------------Must Not Be Tired
			3.000000;//condition parameter0
			8.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
		65;//effect number----------------------Fire Fist (Attack)
			53.000000;//parameter1
			1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		45;//effect number----------------------Attack Frame Cooldown
			-1.000000;//parameter1
			600.000000;//parameter2
			-1.000000;//parameter3
			0.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects;
Fist (Attack);//name---------------------------------------
	53;//identifier
	43;//class
	qbeaconbullet.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	2.000000;//bullet size
	0.000000;//spread
	1.000000;//bullet speed
	30.000000;//time until bullet disappears
	0;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	2.500000;//push target back
	0.000000;//push shooter back
	claws0.wav;//fire sound
	claws0_hit.wav;//hit sound
	0.100000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		63;//effect number-----------------------Tire Player [5-10]
			-10.000000;//parameter1
			-5.00000;//parameter2
			3.000000;//parameter3
			1.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
		63;//effect number-----------------------Add Knock-Out Effect [5-15]
			5.000000;//parameter1
			15.00000;//parameter2
			32.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Damage NPCs [7]
			-7.00000;//parameter1
			0.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		63;//effect number-----------------------Damage NPCs [7-15]
			0.000000;//parameter1
			-8.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
	end_hit_effects;
Nail Gun;//name--------------------------------------- PRE-CHECK!
	54;//identifier
	2;//class
	bullet0.png;//bullet texture
	0;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.000000;//spread
	0.000000;//bullet speed
	0.000000;//time until bullet disappears
	500;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		65;//effect number----------------------Fire Nail Gun
			55.000000;//parameter1
			1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects;
Nail Gun Nails;//name---------------------------------------
	55;//identifier
	40;//class
	nail.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.800000;//bullet size
	0.080000;//spread
	3.000000;//bullet speed
	125.000000;//time until bullet disappears
	800;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.100000;//push target back
	0.000000;//push shooter back
	nailgun.wav;//fire sound
	knife.wav;//hit sound
	1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		3;//condition-----------------------Must Have Ammo
			38.000000;//condition parameter0
			1.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
		4;//effect number-----------------------Remove Ammo
			-1.000000;//parameter1
			1.00000;//parameter2
			38.000000;//parameter3
			0.000000;//parameter4
		33;//effect number-----------------------Stagger Mouse
			5.000000;//parameter1
			5.000000;//parameter2
			75.000000;//parameter3
			0.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
		63;//effect number-----------------------Add Knock-Out Effect [15-35]
			15.000000;//parameter1
			35.00000;//parameter2
			32.000000;//parameter3
			1.000000;//parameter4
		4;//effect number-----------------------Damage NPCs [10]
			-10.000000;//parameter1
			0.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		63;//effect number-----------------------Damage NPCs [10 - 20]
			-0.000000;//parameter1
			-10.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		53;//effect number------------------------------Add Knock-Out Effect [30]
			2.00000;//parameter1
			-1.00000;//parameter2
			32.000000;//parameter3
			15000.000000;//parameter4
	end_hit_effects;
Bleed Chance (Very Low);//name---------------------------------------
	56;//identifier
	44;//class
	bullet0.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.200000;//spread
	1.000000;//bullet speed
	30.000000;//time until bullet disappears
	800;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		8;//condition-----------------------Random Chance
			20.000000;//condition parameter0
			0.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
	end_fire_effects;
	begin_hit_effects;
		4;//effect number------------------------------Damage Brute[5]
			-5.000000;//parameter1
			0.00000;//parameter2
			8.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage Brute[5-15]
			0.000000;//parameter1
			-10.00000;//parameter2
			8.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Make Bleeding[5]
			10.000000;//parameter1
			0.00000;//parameter2
			16.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Make Bleeding[5-15]
			0.000000;//parameter1
			10.00000;//parameter2
			16.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Damage NPCs[5]
			-5.000000;//parameter1
			0.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage NPCs[5-15]
			0.000000;//parameter1
			-10.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			4000.000000;//parameter1
			-1.000000;//parameter2
			0.800000;//parameter3
			0.000000;//parameter4
		14;//effect number-----------------------Play Stab Sound
			21.000000;//parameter1
			1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
Bleed Chance (Low);//name---------------------------------------
	57;//identifier
	44;//class
	bullet0.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.200000;//spread
	1.000000;//bullet speed
	30.000000;//time until bullet disappears
	800;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		8;//condition-----------------------Random Chance
			10.000000;//condition parameter0
			0.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
	end_fire_effects;
	begin_hit_effects;
		4;//effect number------------------------------Damage Brute[10]
			-10.000000;//parameter1
			0.00000;//parameter2
			8.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage Brute[10-20]
			0.000000;//parameter1
			-10.00000;//parameter2
			8.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Make Bleeding[10]
			10.000000;//parameter1
			0.00000;//parameter2
			16.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Make Bleeding[10-20]
			0.000000;//parameter1
			10.00000;//parameter2
			16.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Damage NPCs[10]
			-10.000000;//parameter1
			0.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage NPCs[10-20]
			0.000000;//parameter1
			-10.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			4000.000000;//parameter1
			-1.000000;//parameter2
			0.800000;//parameter3
			0.000000;//parameter4
		14;//effect number-----------------------Play Stab Sound
			21.000000;//parameter1
			1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
Bleed Chance (Medium);//name---------------------------------------
	58;//identifier
	44;//class
	bullet0.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.200000;//spread
	1.000000;//bullet speed
	30.000000;//time until bullet disappears
	800;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		8;//condition-----------------------Random Chance
			7.000000;//condition parameter0
			0.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
	end_fire_effects;
	begin_hit_effects;
		4;//effect number------------------------------Damage Brute[15]
			-15.000000;//parameter1
			0.000000;//parameter2
			8.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage Brute[15-25]
			0.000000;//parameter1
			-10.000000;//parameter2
			8.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Make Bleeding[15]
			15.000000;//parameter1
			0.000000;//parameter2
			16.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Make Bleeding[15-25]
			0.000000;//parameter1
			10.000000;//parameter2
			16.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Damage NPCs[15]
			-15.000000;//parameter1
			0.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage NPCs[15-25]
			0.000000;//parameter1
			-10.000000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			4000.000000;//parameter1
			-1.000000;//parameter2
			0.800000;//parameter3
			0.000000;//parameter4
		14;//effect number-----------------------Play Stab Sound
			21.000000;//parameter1
			1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
Bleed Chance (High);//name---------------------------------------
	59;//identifier
	44;//class
	bullet0.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.200000;//spread
	1.000000;//bullet speed
	30.000000;//time until bullet disappears
	800;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		8;//condition-----------------------Random Chance
			5.000000;//condition parameter0
			0.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
	end_fire_effects;
	begin_hit_effects;
		4;//effect number------------------------------Damage Brute[20]
			-20.000000;//parameter1
			0.000000;//parameter2
			8.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage Brute[20-35]
			0.000000;//parameter1
			-15.000000;//parameter2
			8.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Make Bleeding[20]
			20.000000;//parameter1
			0.000000;//parameter2
			16.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Make Bleeding[20-25]
			0.000000;//parameter1
			15.000000;//parameter2
			16.000000;//parameter3
			1.000000;//parameter4
		4;//effect number------------------------------Damage NPCs[20]
			-20.000000;//parameter1
			0.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage NPCs[20-25]
			0.000000;//parameter1
			-15.000000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			4000.000000;//parameter1
			-1.000000;//parameter2
			0.800000;//parameter3
			0.000000;//parameter4
		14;//effect number-----------------------Play Stab Sound
			21.000000;//parameter1
			1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
Molotov Cocktail;//name--------------------------------------- PRE-CHECK!
	60;//identifier
	7;//class
	qbeaconbullet.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.000000;//spread
	0.000000;//bullet speed
	0.000000;//time until bullet disappears
	1000;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		24;//effect number-----------------------Fire Weapon [Molotov Cocktail]
			61.000000;//parameter1
			1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects; 
Molotov Cocktail;//name---------------------------------------
	61;//identifier
	7;//class
	qbeaconbullet.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.000000;//spread
	0.000000;//bullet speed
	0.000000;//time until bullet disappears
	1000;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.200000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		0;//condition-----------------------Must Have Molotov
			130.000000;//condition parameter0
			1.000000;//condition parameter1
		3;//condition-----------------------Must Be Ready To Throw
			28.000000;//condition parameter0
			1.000000;//condition parameter1
		37;//condition-----------------------If Right Mouse Button Must Be Pressed
			1.000000;//condition parameter0
			0.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
		1;//effect number-----------------------Slow Down Player
			200.000000;//parameter1
			-1.000000;//parameter2
			0.650000;//parameter3
			0.000000;//parameter4
		16;//effect number-----------------------Remove Molotov Cocktail
			130.000000;//parameter1
			-1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		10;//effect number-----------------------Fire Creature [Molotov Cocktail]
			35.000000;//parameter1
			3.00000;//parameter2
			-1.000000;//parameter3
			-1.000000;//parameter4
		63;//effect number-----------------------Tire Player
			-10.000000;//parameter1
			-5.00000;//parameter2
			3.000000;//parameter3
			1.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects; 
Molotov Burst;//name---------------------------------------
	62;//identifier
	41;//class
	bullet0.png;//bullet texture
	50;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	6.283185;//spread
	1.000000;//bullet speed
	100.000000;//time until bullet disappears
	0;//fire rate
	3;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	fire.wav;//hit effect sound
	0.500000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		27;//effect number-----------------------Make Blast Light
			5.000000;//parameter1
			50.000000;//parameter2
			10.000000;//parameter3
			10.000000;//parameter4
		27;//effect number-----------------------Make Light
			2.000000;//parameter1
			12000.000000;//parameter2
			1.000000;//parameter3
			1.000000;//parameter4
		10;//effect number-------------------Drop Fire
			28.000000;//parameter1
			3.00000;//parameter2
			-1.000000;//parameter3
			-1.000000;//parameter
		10;//effect number-------------------Drop Fire
			28.000000;//parameter1
			3.00000;//parameter2
			-1.000000;//parameter3
			-1.000000;//parameter
		10;//effect number-------------------Drop Fire
			27.000000;//parameter1
			3.00000;//parameter2
			-1.000000;//parameter3
			-1.000000;//parameter
		10;//effect number-------------------Drop Fire
			27.000000;//parameter1
			3.00000;//parameter2
			-1.000000;//parameter3
			-1.000000;//parameter
		10;//effect number-------------------Drop Fire
			27.000000;//parameter1
			3.00000;//parameter2
			-1.000000;//parameter3
			-1.000000;//parameter
		14;//effect number-------------------Play Wall Smash Sound
			13.000000;//parameter1
			20.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter
	end_fire_effects;
	begin_hit_effects;
		53;//effect number------------------------------Damage NPCs[25]
			-5.00000;//parameter1
			-1.00000;//parameter2
			0.000000;//parameter3
			5000.000000;//parameter4
		53;//effect number------------------------------Damage Burn[25]
			-5.000000;//parameter1
			3.00000;//parameter2
			7.000000;//parameter3
			5000.000000;//parameter4
		63;//effect number-----------------------Add Knock-Out Effect [25-35]
			25.000000;//parameter1
			35.00000;//parameter2
			32.000000;//parameter3
			1.000000;//parameter4
	end_hit_effects;
Flare;//name--------------------------------------- PRE-CHECK!
	63;//identifier
	7;//class
	qbeaconbullet.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.000000;//spread
	0.000000;//bullet speed
	0.000000;//time until bullet disappears
	1000;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	none;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		24;//effect number-----------------------Fire Weapon [Flare]
			64.000000;//parameter1
			1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects; 
Thrown Flare;//name---------------------------------------
	64;//identifier
	7;//class
	qbeaconbullet.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	0.000000;//bullet size
	0.000000;//spread
	1.000000;//bullet speed
	1.000000;//time until bullet disappears
	1000;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.000000;//push shooter back
	flare.wav;//fire sound
	none;//hit sound
	0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		0;//condition-----------------------Must Have Flare
			139.000000;//condition parameter0
			1.000000;//condition parameter1
		3;//condition-----------------------Must Be Ready To Throw
			28.000000;//condition parameter0
			1.000000;//condition parameter1
		37;//condition-----------------------If Right Mouse Button Must Be Pressed
			1.000000;//condition parameter0
			0.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
		1;//effect number-----------------------Slow Down Player
			200.000000;//parameter1
			-1.000000;//parameter2
			0.650000;//parameter3
			0.000000;//parameter4
		16;//effect number-----------------------Remove Flare
			139.000000;//parameter1
			-1.000000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		10;//effect number-----------------------Fire Creature [Flare]
			36.000000;//parameter1
			2.00000;//parameter2
			-1.000000;//parameter3
			-1.000000;//parameter4
		63;//effect number-----------------------Tire Player
			-10.000000;//parameter1
			-5.00000;//parameter2
			3.000000;//parameter3
			1.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
	end_hit_effects; 
Cat Claws;//name---------------------------------------
	65;//identifier
	43;//class
	qbeaconbullet.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	1.000000;//bullet size
	0.200000;//spread
	1.000000;//bullet speed
	30.000000;//time until bullet disappears
	2800;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	0.000000;//push target back
	0.500000;//push shooter back
	shriekattack.wav;//fire sound
	claws0_hit.wav;//hit sound
	1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
	end_wield_conditions;
	begin_fire_effects;
		1;//effect number-----------------------Slow Down Creature
			200.000000;//parameter1
			-1.000000;//parameter2
			0.100000;//parameter3
			0.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			600.000000;//parameter1
			-1.000000;//parameter2
			0.400000;//parameter3
			0.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			800.000000;//parameter1
			-1.000000;//parameter2
			0.600000;//parameter3
			0.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			3800.000000;//parameter1
			-1.000000;//parameter2
			0.600000;//parameter3
			0.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
		4;//effect number------------------------------Damage Brute[1]
			-1.000000;//parameter1
			0.00000;//parameter2
			8.000000;//parameter3
			0.000000;//parameter4
		4;//effect number------------------------------Make Bleeding[0.5]
			0.500000;//parameter1
			0.00000;//parameter2
			16.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Damage Brute[1-2]
			-1.000000;//parameter1
